ProgramYear,CECounty,ESC,TDARegion,SiteID,SiteName,SiteCounty,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,BreakfastDays,BreakfastTotal,BreakfastADP,BreakfastServedFree,BreakfastServedReduced,BreakfastServedPaid,LunchDays,LunchTotal,LunchADP,LunchServedFree,LunchServedReduced,LunchServedPaid,SnackDays,SnackTotal,SnackADP,SnackServedFree,SnackServedReduced,SnackServedPaid,TotalMealsSnacks,BreakfastReimbursement,LunchReimbursement,SnackReimbursement,TotalReimbursement
2017-2018,HIDALGO,1,5,108,IDEA ACADEMY PHARR,HIDALGO,04/01/2018,871,871,0,0,25,15248,609.92,15248,0,0,25,17744,709.76,17744,0,0,0,0,0.0,0,0,0,32992,31868.32,58732.64,0.0,90600.96
2017-2018,HIDALGO,1,5,108,IDEA ACADEMY PHARR,HIDALGO,05/01/2018,871,871,0,0,24,16062,669.25,16062,0,0,24,19046,793.58,19046,0,0,0,0,0.0,0,0,0,35108,33569.58,63042.26,0.0,96611.84
2017-2018,HIDALGO,1,5,108,IDEA ACADEMY PHARR,HIDALGO,06/01/2018,872,872,0,0,1,636,636.0,636,0,0,1,772,772.0,772,0,0,0,0,0.0,0,0,0,1408,1329.24,2555.32,0.0,3884.56
2017-2018,HIDALGO,1,5,109,IDEA Edinburg Academy.,HIDALGO,08/01/2017,928,718,0,210,14,10177,726.93,7877,0,2300,14,11628,830.57,9000,0,2628,0,0,0.0,0,0,0,21805,17152.93,30814.92,0.0,47967.85
2017-2018,HIDALGO,1,5,109,IDEA Edinburg Academy.,HIDALGO,09/01/2017,919,711,0,208,20,14552,727.6,11263,0,3289,20,16069,803.45,12437,0,3632,11,861,78.27,861,0,0,31482,24526.37,42582.95,757.68,67867.0
2017-2018,HIDALGO,1,5,109,IDEA Edinburg Academy.,HIDALGO,10/01/2017,916,709,0,207,21,14468,688.95,11198,0,3270,21,16510,786.19,12779,0,3731,12,1197,99.75,1197,0,0,32175,24384.82,43753.58,1053.36,69191.76
2017-2018,HIDALGO,1,5,109,IDEA Edinburg Academy.,HIDALGO,11/01/2017,912,706,0,206,17,12234,719.65,9469,0,2765,17,13858,815.18,10726,0,3132,11,1188,108.0,1188,0,0,27280,20619.71,36724.54,1045.44,58389.69
2017-2018,HIDALGO,1,5,109,IDEA Edinburg Academy.,HIDALGO,12/01/2017,899,696,0,203,14,9677,691.21,7490,0,2187,14,11131,795.07,8615,0,2516,8,579,72.38,579,0,0,21387,16310.2,29496.89,509.52,46316.61
2017-2018,HIDALGO,1,5,109,IDEA Edinburg Academy.,HIDALGO,01/01/2018,886,686,0,200,19,11644,612.84,9012,0,2632,19,13258,697.79,10262,0,2996,10,586,58.6,586,0,0,25488,19624.68,35135.66,515.68,55276.02
2017-2018,HIDALGO,1,5,109,IDEA Edinburg Academy.,HIDALGO,02/01/2018,884,684,0,200,20,12540,627.0,9706,0,2834,21,14557,693.19,11267,0,3290,10,797,79.7,797,0,0,27894,21135.74,38576.87,701.36,60413.97
2017-2018,HIDALGO,1,5,109,IDEA Edinburg Academy.,HIDALGO,03/01/2018,876,678,0,198,17,10506,618.0,8132,0,2374,17,12018,706.94,9302,0,2716,12,1063,88.58,1063,0,0,23587,17708.08,31848.86,935.44,50492.38
2017-2018,HIDALGO,1,5,109,IDEA Edinburg Academy.,HIDALGO,04/01/2018,876,678,0,198,25,14661,586.44,11348,0,3313,25,16731,669.24,12950,0,3781,12,1026,85.5,1026,0,0,32418,24711.22,44339.09,902.88,69953.19
2017-2018,HIDALGO,1,5,109,IDEA Edinburg Academy.,HIDALGO,05/01/2018,875,677,0,198,24,15933,663.88,12332,0,3601,24,17374,723.92,13447,0,3927,5,396,79.2,396,0,0,33703,26854.18,46041.1,348.48,73243.76
2017-2018,HIDALGO,1,5,109,IDEA Edinburg Academy.,HIDALGO,06/01/2018,875,677,0,198,1,603,603.0,467,0,136,1,796,796.0,616,0,180,0,0,0.0,0,0,0,1399,1016.83,2109.16,0.0,3125.99
2017-2018,HIDALGO,1,5,110,IDEA ACADEMY WESLACO,HIDALGO,08/01/2017,704,704,0,0,14,7793,556.64,7793,0,0,14,8166,583.29,8166,0,0,0,0,0.0,0,0,0,15959,16287.37,27029.46,0.0,43316.83
2017-2018,HIDALGO,1,5,110,IDEA ACADEMY WESLACO,HIDALGO,09/01/2017,703,703,0,0,20,12408,620.4,12408,0,0,20,12316,615.8,12316,0,0,0,0,0.0,0,0,0,24724,25932.72,40765.96,0.0,66698.68
2017-2018,HIDALGO,1,5,110,IDEA ACADEMY WESLACO,HIDALGO,10/01/2017,695,695,0,0,22,13168,598.55,13168,0,0,22,13141,597.32,13141,0,0,0,0,0.0,0,0,0,26309,27521.12,43496.71,0.0,71017.83
2017-2018,HIDALGO,1,5,110,IDEA ACADEMY WESLACO,HIDALGO,11/01/2017,693,693,0,0,18,11072,615.11,11072,0,0,18,10998,611.0,10998,0,0,0,0,0.0,0,0,0,22070,23140.48,36403.38,0.0,59543.86
2017-2018,HIDALGO,1,5,110,IDEA ACADEMY WESLACO,HIDALGO,12/01/2017,693,693,0,0,14,8738,624.14,8738,0,0,14,8639,617.07,8639,0,0,0,0,0.0,0,0,0,17377,18262.42,28595.09,0.0,46857.51
2017-2018,HIDALGO,1,5,110,IDEA ACADEMY WESLACO,HIDALGO,01/01/2018,686,686,0,0,18,10043,557.94,10043,0,0,18,10286,571.44,10286,0,0,0,0,0.0,0,0,0,20329,20989.87,34046.66,0.0,55036.53
2017-2018,HIDALGO,1,5,110,IDEA ACADEMY WESLACO,HIDALGO,02/01/2018,684,684,0,0,19,11075,582.89,11075,0,0,19,11131,585.84,11131,0,0,0,0,0.0,0,0,0,22206,23146.75,36843.61,0.0,59990.36
2017-2018,HIDALGO,1,5,110,IDEA ACADEMY WESLACO,HIDALGO,03/01/2018,682,682,0,0,17,9074,533.76,9074,0,0,17,9269,545.24,9269,0,0,0,0,0.0,0,0,0,18343,18964.66,30680.39,0.0,49645.05
2017-2018,HIDALGO,1,5,110,IDEA ACADEMY WESLACO,HIDALGO,04/01/2018,680,680,0,0,24,12711,529.63,12711,0,0,24,13159,548.29,13159,0,0,0,0,0.0,0,0,0,25870,26565.99,43556.29,0.0,70122.28
2017-2018,HIDALGO,1,5,110,IDEA ACADEMY WESLACO,HIDALGO,05/01/2018,679,679,0,0,25,14873,594.92,14873,0,0,25,14306,572.24,14306,0,0,0,0,0.0,0,0,0,29179,31084.57,47352.86,0.0,78437.43
2017-2018,HIDALGO,1,5,110,IDEA ACADEMY WESLACO,HIDALGO,06/01/2018,676,676,0,0,1,597,597.0,597,0,0,1,615,615.0,615,0,0,0,0,0.0,0,0,0,1212,1247.73,2035.65,0.0,3283.38
2017-2018,HIDALGO,1,5,111,IDEA MCALLEN ACADEMY,HIDALGO,08/01/2017,897,694,0,203,14,10113,722.36,7827,0,2286,14,11099,792.79,8591,0,2508,14,1091,77.93,1091,0,0,22303,17044.23,29414.33,960.08,47418.64
2017-2018,HIDALGO,1,5,111,IDEA MCALLEN ACADEMY,HIDALGO,09/01/2017,896,694,0,202,22,14089,640.41,10905,0,3184,22,16303,741.05,12619,0,3684,18,1814,100.78,1814,0,0,32206,23746.65,43205.65,1596.32,68548.62
2017-2018,HIDALGO,1,5,111,IDEA MCALLEN ACADEMY,HIDALGO,10/01/2017,895,693,0,202,20,13959,697.95,10804,0,3155,20,16409,820.45,12701,0,3708,20,2110,105.5,2110,0,0,32478,23526.86,43486.43,1856.8,68870.09
2017-2018,HIDALGO,1,5,111,IDEA MCALLEN ACADEMY,HIDALGO,11/01/2017,892,690,0,202,18,11948,663.78,9248,0,2700,18,14321,795.61,11084,0,3237,14,1618,115.57,1618,0,0,27887,20138.32,37950.47,1423.84,59512.63
2017-2018,HIDALGO,1,5,111,IDEA MCALLEN ACADEMY,HIDALGO,12/01/2017,892,690,0,202,15,9720,648.0,7523,0,2197,15,11354,756.93,8788,0,2566,11,1054,95.82,1054,0,0,22128,16382.17,30089.02,927.52,47398.71
2017-2018,HIDALGO,1,5,111,IDEA MCALLEN ACADEMY,HIDALGO,01/01/2018,886,686,0,200,17,11860,697.65,9180,0,2680,18,14083,782.39,10900,0,3183,17,1695,99.71,1695,0,0,27638,19990.2,37320.37,1491.6,58802.17
2017-2018,HIDALGO,1,5,111,IDEA MCALLEN ACADEMY,HIDALGO,02/01/2018,882,683,0,199,20,12804,640.2,9910,0,2894,20,14961,748.05,11580,0,3381,18,2441,135.61,2441,0,0,30206,21580.1,39648.39,2148.08,63376.57
2017-2018,HIDALGO,1,5,111,IDEA MCALLEN ACADEMY,HIDALGO,03/01/2018,881,682,0,199,17,10599,623.47,8204,0,2395,17,12344,726.12,9554,0,2790,15,1680,112.0,1680,0,0,24623,17864.86,32711.84,1478.4,52055.1
2017-2018,HIDALGO,1,5,111,IDEA MCALLEN ACADEMY,HIDALGO,04/01/2018,879,680,0,199,25,14978,599.12,11593,0,3385,25,17663,706.52,13671,0,3992,21,2564,122.1,2564,0,0,35205,25244.87,46807.89,2256.32,74309.08
2017-2018,HIDALGO,1,5,111,IDEA MCALLEN ACADEMY,HIDALGO,05/01/2018,879,680,0,199,25,16554,662.16,12813,0,3741,25,19244,769.76,14895,0,4349,22,2391,108.68,2391,0,0,38189,27901.47,50998.56,2104.08,81004.11
2017-2018,HIDALGO,1,5,111,IDEA MCALLEN ACADEMY,HIDALGO,06/01/2018,879,680,0,199,1,686,686.0,531,0,155,1,767,767.0,594,0,173,1,26,26.0,26,0,0,1479,1156.29,2033.61,22.88,3212.78
2017-2018,HIDALGO,1,5,112,IDEA BROWNSVILLE ACADEMY,CAMERON,08/01/2017,701,543,0,158,13,6727,517.46,5207,0,1520,13,6536,502.77,5059,0,1477,0,0,0.0,0,0,0,13263,11338.63,17321.32,0.0,28659.95
2017-2018,HIDALGO,1,5,112,IDEA BROWNSVILLE ACADEMY,CAMERON,09/01/2017,696,539,0,157,20,10360,518.0,8019,0,2341,20,10689,534.45,8273,0,2416,13,194,14.92,194,0,0,21243,17462.01,28325.87,170.72,45958.6
2017-2018,HIDALGO,1,5,112,IDEA BROWNSVILLE ACADEMY,CAMERON,10/01/2017,698,540,0,158,20,10932,546.6,8461,0,2471,20,10796,539.8,8356,0,2440,19,906,47.68,906,0,0,22634,18424.79,28609.96,797.28,47832.03
2017-2018,HIDALGO,1,5,112,IDEA BROWNSVILLE ACADEMY,CAMERON,11/01/2017,698,540,0,158,17,9679,569.35,7492,0,2187,17,9322,548.35,7215,0,2107,16,1802,112.63,1802,0,0,20803,16314.38,24703.38,1585.76,42603.52
2017-2018,HIDALGO,1,5,112,IDEA BROWNSVILLE ACADEMY,CAMERON,12/01/2017,695,538,0,157,14,7626,544.71,5903,0,1723,14,7919,565.64,6129,0,1790,8,803,100.38,803,0,0,16348,12854.17,20985.09,706.64,34545.9
2017-2018,HIDALGO,1,5,112,IDEA BROWNSVILLE ACADEMY,CAMERON,01/01/2018,696,539,0,157,17,8502,500.12,6581,0,1921,17,8752,514.82,6774,0,1978,13,1298,99.85,1298,0,0,18552,14330.59,23193.36,1142.24,38666.19
2017-2018,HIDALGO,1,5,112,IDEA BROWNSVILLE ACADEMY,CAMERON,02/01/2018,696,539,0,157,18,9354,519.67,7240,0,2114,18,9829,546.06,7608,0,2221,16,1494,93.38,1494,0,0,20677,15765.8,26048.67,1314.72,43129.19
2017-2018,HIDALGO,1,5,112,IDEA BROWNSVILLE ACADEMY,CAMERON,03/01/2018,695,538,0,157,16,7314,457.13,5661,0,1653,16,8155,509.69,6312,0,1843,13,1004,77.23,1004,0,0,16473,12327.39,21611.49,883.52,34822.4
2017-2018,HIDALGO,1,5,112,IDEA BROWNSVILLE ACADEMY,CAMERON,04/01/2018,694,537,0,157,21,10751,511.95,8321,0,2430,21,11028,525.14,8536,0,2492,21,1702,81.05,1702,0,0,23481,18119.89,29226.04,1497.76,48843.69
2017-2018,HIDALGO,1,5,112,IDEA BROWNSVILLE ACADEMY,CAMERON,05/01/2018,694,537,0,157,23,11993,521.43,9283,0,2710,23,12744,554.09,9864,0,2880,14,530,37.86,530,0,0,25267,20214.47,33773.04,466.4,54453.91
2017-2018,HIDALGO,1,5,112,IDEA BROWNSVILLE ACADEMY,CAMERON,06/01/2018,694,537,0,157,1,649,649.0,502,0,147,1,663,663.0,513,0,150,0,0,0.0,0,0,0,1312,1093.28,1756.53,0.0,2849.81
2017-2018,HIDALGO,1,5,113,IDEA WESLACO PIKE ACADEMY,CAMERON,08/01/2017,929,929,0,0,14,10176,726.86,10176,0,0,14,12097,864.07,12097,0,0,0,0,0.0,0,0,0,22273,21267.84,40041.07,0.0,61308.91
2017-2018,HIDALGO,1,5,113,IDEA WESLACO PIKE ACADEMY,CAMERON,09/01/2017,923,923,0,0,20,14328,716.4,14328,0,0,20,17413,870.65,17413,0,0,3,29,9.67,29,0,0,31770,29945.52,57637.03,25.52,87608.07
2017-2018,HIDALGO,1,5,113,IDEA WESLACO PIKE ACADEMY,CAMERON,10/01/2017,918,918,0,0,20,14742,737.1,14742,0,0,20,17225,861.25,17225,0,0,13,98,7.54,98,0,0,32065,30810.78,57014.75,86.24,87911.77
2017-2018,HIDALGO,1,5,113,IDEA WESLACO PIKE ACADEMY,CAMERON,11/01/2017,914,914,0,0,17,12481,734.18,12481,0,0,17,14486,852.12,14486,0,0,12,340,28.33,340,0,0,27307,26085.29,47948.66,299.2,74333.15
2017-2018,HIDALGO,1,5,113,IDEA WESLACO PIKE ACADEMY,CAMERON,12/01/2017,914,914,0,0,14,10218,729.86,10218,0,0,14,11786,841.86,11786,0,0,10,298,29.8,298,0,0,22302,21355.62,39011.66,262.24,60629.52
2017-2018,HIDALGO,1,5,113,IDEA WESLACO PIKE ACADEMY,CAMERON,01/01/2018,918,918,0,0,19,12584,662.32,12584,0,0,18,14277,793.17,14277,0,0,12,330,27.5,330,0,0,27191,26300.56,47256.87,290.4,73847.83
2017-2018,HIDALGO,1,5,113,IDEA WESLACO PIKE ACADEMY,CAMERON,02/01/2018,921,921,0,0,20,13959,697.95,13959,0,0,20,15736,786.8,15736,0,0,15,715,47.67,715,0,0,30410,29174.31,52086.16,629.2,81889.67
2017-2018,HIDALGO,1,5,113,IDEA WESLACO PIKE ACADEMY,CAMERON,03/01/2018,918,918,0,0,16,11615,725.94,11615,0,0,16,13029,814.31,13029,0,0,12,373,31.08,373,0,0,25017,24275.35,43125.99,328.24,67729.58
2017-2018,HIDALGO,1,5,113,IDEA WESLACO PIKE ACADEMY,CAMERON,04/01/2018,917,917,0,0,25,16591,663.64,16591,0,0,25,18410,736.4,18410,0,0,16,771,48.19,771,0,0,35772,34675.19,60937.1,678.48,96290.77
2017-2018,HIDALGO,1,5,113,IDEA WESLACO PIKE ACADEMY,CAMERON,05/01/2018,918,918,0,0,24,17460,727.5,17460,0,0,24,19545,814.38,19545,0,0,8,293,36.63,293,0,0,37298,36491.4,64693.95,257.84,101443.19
2017-2018,HIDALGO,1,5,113,IDEA WESLACO PIKE ACADEMY,CAMERON,06/01/2018,914,914,0,0,1,681,681.0,681,0,0,1,815,815.0,815,0,0,0,0,0.0,0,0,0,1496,1423.29,2697.65,0.0,4120.94
2017-2018,HIDALGO,1,5,114,IDEA RIVERVIEW ACADEMY,CAMERON,08/01/2017,634,634,0,0,13,6260,481.54,6260,0,0,13,7319,563.0,7319,0,0,0,0,0.0,0,0,0,13579,13083.4,24225.89,0.0,37309.29
2017-2018,HIDALGO,1,5,114,IDEA RIVERVIEW ACADEMY,CAMERON,09/01/2017,628,628,0,0,20,10173,508.65,10173,0,0,20,11617,580.85,11617,0,0,0,0,0.0,0,0,0,21790,21261.57,38452.27,0.0,59713.84
2017-2018,HIDALGO,1,5,114,IDEA RIVERVIEW ACADEMY,CAMERON,10/01/2017,624,624,0,0,20,9934,496.7,9934,0,0,20,11592,579.6,11592,0,0,0,0,0.0,0,0,0,21526,20762.06,38369.52,0.0,59131.58
2017-2018,HIDALGO,1,5,114,IDEA RIVERVIEW ACADEMY,CAMERON,11/01/2017,624,624,0,0,17,8380,492.94,8380,0,0,17,9782,575.41,9782,0,0,0,0,0.0,0,0,0,18162,17514.2,32378.42,0.0,49892.62
2017-2018,HIDALGO,1,5,114,IDEA RIVERVIEW ACADEMY,CAMERON,12/01/2017,625,625,0,0,14,6529,466.36,6529,0,0,14,7754,553.86,7754,0,0,0,0,0.0,0,0,0,14283,13645.61,25665.74,0.0,39311.35
2017-2018,HIDALGO,1,5,114,IDEA RIVERVIEW ACADEMY,CAMERON,01/01/2018,623,623,0,0,17,7520,442.35,7520,0,0,17,9392,552.47,9392,0,0,0,0,0.0,0,0,0,16912,15716.8,31087.52,0.0,46804.32
2017-2018,HIDALGO,1,5,114,IDEA RIVERVIEW ACADEMY,CAMERON,02/01/2018,618,618,0,0,19,8453,444.89,8453,0,0,19,10196,536.63,10196,0,0,0,0,0.0,0,0,0,18649,17666.77,33748.76,0.0,51415.53
2017-2018,HIDALGO,1,5,114,IDEA RIVERVIEW ACADEMY,CAMERON,03/01/2018,617,617,0,0,15,6948,463.2,6948,0,0,16,8572,535.75,8572,0,0,0,0,0.0,0,0,0,15520,14521.32,28373.32,0.0,42894.64
2017-2018,HIDALGO,1,5,114,IDEA RIVERVIEW ACADEMY,CAMERON,04/01/2018,617,617,0,0,25,10011,400.44,10011,0,0,25,11848,473.92,11848,0,0,0,0,0.0,0,0,0,21859,20922.99,39216.88,0.0,60139.87
2017-2018,HIDALGO,1,5,114,IDEA RIVERVIEW ACADEMY,CAMERON,05/01/2018,615,615,0,0,24,11284,470.17,11284,0,0,24,13201,550.04,13201,0,0,0,0,0.0,0,0,0,24485,23583.56,43695.31,0.0,67278.87
2017-2018,HIDALGO,1,5,114,IDEA RIVERVIEW ACADEMY,CAMERON,06/01/2018,616,616,0,0,1,463,463.0,463,0,0,1,598,598.0,598,0,0,0,0,0.0,0,0,0,1061,967.67,1979.38,0.0,2947.05
2017-2018,HIDALGO,1,5,115,IDEA NORTH MISSION ACADEMY,CAMERON,08/01/2017,702,702,0,0,14,7796,556.86,7796,0,0,14,8908,636.29,8908,0,0,0,0,0.0,0,0,0,16704,16293.64,29485.48,0.0,45779.12
2017-2018,HIDALGO,1,5,115,IDEA NORTH MISSION ACADEMY,CAMERON,09/01/2017,698,698,0,0,20,11703,585.15,11703,0,0,20,12921,646.05,12921,0,0,0,0,0.0,0,0,0,24624,24459.27,42768.51,0.0,67227.78
2017-2018,HIDALGO,1,5,115,IDEA NORTH MISSION ACADEMY,CAMERON,10/01/2017,698,698,0,0,21,11476,546.48,11476,0,0,21,12963,617.29,12963,0,0,0,0,0.0,0,0,0,24439,23984.84,42907.53,0.0,66892.37
2017-2018,HIDALGO,1,5,115,IDEA NORTH MISSION ACADEMY,CAMERON,11/01/2017,701,701,0,0,18,9833,546.28,9833,0,0,18,11182,621.22,11182,0,0,0,0,0.0,0,0,0,21015,20550.97,37012.42,0.0,57563.39
2017-2018,HIDALGO,1,5,115,IDEA NORTH MISSION ACADEMY,CAMERON,12/01/2017,699,699,0,0,15,7939,529.27,7939,0,0,15,9023,601.53,9023,0,0,0,0,0.0,0,0,0,16962,16592.51,29866.13,0.0,46458.64
2017-2018,HIDALGO,1,5,115,IDEA NORTH MISSION ACADEMY,CAMERON,01/01/2018,695,695,0,0,17,8992,528.94,8992,0,0,17,10697,629.24,10697,0,0,0,0,0.0,0,0,0,19689,18793.28,35407.07,0.0,54200.35
2017-2018,HIDALGO,1,5,115,IDEA NORTH MISSION ACADEMY,CAMERON,02/01/2018,697,697,0,0,19,10104,531.79,10104,0,0,19,11905,626.58,11905,0,0,0,0,0.0,0,0,0,22009,21117.36,39405.55,0.0,60522.91
2017-2018,HIDALGO,1,5,115,IDEA NORTH MISSION ACADEMY,CAMERON,03/01/2018,695,695,0,0,17,8542,502.47,8542,0,0,17,9936,584.47,9936,0,0,0,0,0.0,0,0,0,18478,17852.78,32888.16,0.0,50740.94
2017-2018,HIDALGO,1,5,115,IDEA NORTH MISSION ACADEMY,CAMERON,04/01/2018,694,694,0,0,24,11639,484.96,11639,0,0,24,13669,569.54,13669,0,0,0,0,0.0,0,0,0,25308,24325.51,45244.39,0.0,69569.9
2017-2018,HIDALGO,1,5,115,IDEA NORTH MISSION ACADEMY,CAMERON,05/01/2018,693,693,0,0,24,12490,520.42,12490,0,0,24,14692,612.17,14692,0,0,0,0,0.0,0,0,0,27182,26104.1,48630.52,0.0,74734.62
2017-2018,HIDALGO,1,5,115,IDEA NORTH MISSION ACADEMY,CAMERON,06/01/2018,689,689,0,0,1,544,544.0,544,0,0,1,607,607.0,607,0,0,0,0,0.0,0,0,0,1151,1136.96,2009.17,0.0,3146.13
2017-2018,HIDALGO,1,5,116,IDEA RIO GRANDE CITY ACADEMY,CAMERON,08/01/2017,411,328,35,48,14,4270,305.0,3357,341,572,14,4906,350.43,3829,417,660,0,0,0.0,0,0,0,9176,6540.8,14144.86,0.0,20685.66
2017-2018,HIDALGO,1,5,116,IDEA RIO GRANDE CITY ACADEMY,CAMERON,09/01/2017,390,305,36,49,20,5880,294.0,4766,491,623,20,6824,341.2,5526,610,688,0,0,0.0,0,0,0,12704,9239.35,20334.48,0.0,29573.83
2017-2018,HIDALGO,1,5,116,IDEA RIO GRANDE CITY ACADEMY,CAMERON,10/01/2017,377,295,36,46,20,5939,296.95,4649,559,731,20,6845,342.25,5397,667,781,0,0,0.0,0,0,0,12784,9165.6,20109.63,0.0,29275.23
2017-2018,HIDALGO,1,5,116,IDEA RIO GRANDE CITY ACADEMY,CAMERON,11/01/2017,369,289,34,46,17,5070,298.24,4021,465,584,17,5711,335.94,4521,546,644,0,0,0.0,0,0,0,10781,7886.2,16804.53,0.0,24690.73
2017-2018,HIDALGO,1,5,116,IDEA RIO GRANDE CITY ACADEMY,CAMERON,12/01/2017,368,289,33,46,14,3927,280.5,3135,339,453,14,4661,332.93,3676,446,539,0,0,0.0,0,0,0,8588,6113.7,13675.63,0.0,19789.33
2017-2018,HIDALGO,1,5,116,IDEA RIO GRANDE CITY ACADEMY,CAMERON,01/01/2018,357,282,32,43,17,5025,295.59,4065,418,542,17,5462,321.29,4343,515,604,0,0,0.0,0,0,0,10487,7882.45,16109.54,0.0,23991.99
2017-2018,HIDALGO,1,5,116,IDEA RIO GRANDE CITY ACADEMY,CAMERON,02/01/2018,356,282,32,42,18,5386,299.22,4333,447,606,18,5860,325.56,4663,548,649,0,0,0.0,0,0,0,11246,8412.7,17282.32,0.0,25695.02
2017-2018,HIDALGO,1,5,116,IDEA RIO GRANDE CITY ACADEMY,CAMERON,03/01/2018,353,285,29,39,15,4471,298.07,3644,338,489,15,4893,326.2,3965,413,515,0,0,0.0,0,0,0,9364,7013.8,14526.83,0.0,21540.63
2017-2018,HIDALGO,1,5,116,IDEA RIO GRANDE CITY ACADEMY,CAMERON,04/01/2018,352,284,30,38,21,6193,294.9,5020,494,679,21,6883,327.76,5579,606,698,0,0,0.0,0,0,0,13076,9705.0,20502.17,0.0,30207.17
2017-2018,HIDALGO,1,5,116,IDEA RIO GRANDE CITY ACADEMY,CAMERON,05/01/2018,344,278,29,37,24,6389,266.21,5190,523,676,23,7056,306.78,5708,623,725,0,0,0.0,0,0,0,13445,10043.65,20989.16,0.0,31032.81
2017-2018,HIDALGO,1,5,116,IDEA RIO GRANDE CITY ACADEMY,CAMERON,06/01/2018,344,278,29,37,1,227,227.0,186,19,22,1,241,241.0,194,23,24,0,0,0.0,0,0,0,468,359.65,718.43,0.0,1078.08
2017-2018,HIDALGO,1,5,117,IDEA TRES LAGOS ACADEMY,CAMERON,08/01/2017,377,260,48,69,14,3835,273.93,2713,473,649,14,4429,316.36,3094,549,786,7,156,22.29,156,0,0,8420,5628.3,12145.27,137.28,17910.85
2017-2018,HIDALGO,1,5,117,IDEA TRES LAGOS ACADEMY,CAMERON,09/01/2017,366,255,50,61,20,5797,289.85,4147,784,866,20,6439,321.95,4587,868,984,13,434,33.38,434,0,0,12670,8653.85,18092.61,381.92,27128.38
2017-2018,HIDALGO,1,5,117,IDEA TRES LAGOS ACADEMY,CAMERON,10/01/2017,360,251,50,59,20,5765,288.25,4079,782,904,20,6517,325.85,4675,926,916,20,886,44.3,886,0,0,13168,8543.35,18526.15,779.68,27849.18
2017-2018,HIDALGO,1,5,117,IDEA TRES LAGOS ACADEMY,CAMERON,11/01/2017,358,253,44,61,17,4857,285.71,3467,608,782,17,5500,323.53,3963,734,803,16,1075,67.19,1075,0,0,11432,7183.45,15566.64,946.0,23696.09
2017-2018,HIDALGO,1,5,117,IDEA TRES LAGOS ACADEMY,CAMERON,12/01/2017,358,254,43,61,14,3895,278.21,2831,424,640,14,4491,320.79,3258,558,675,13,684,52.62,684,0,0,9070,5761.05,12671.01,601.92,19033.98
2017-2018,HIDALGO,1,5,117,IDEA TRES LAGOS ACADEMY,CAMERON,01/01/2018,351,259,35,57,19,4607,242.47,3443,421,743,19,5482,288.53,4150,564,768,17,1063,62.53,1063,0,0,11152,6858.6,15677.26,935.44,23471.3
2017-2018,HIDALGO,1,5,117,IDEA TRES LAGOS ACADEMY,CAMERON,02/01/2018,351,259,35,57,20,4984,249.2,3780,454,750,19,5815,306.05,4474,599,742,18,1216,67.56,1216,0,0,12015,7498.3,16841.41,1070.08,25409.79
2017-2018,HIDALGO,1,5,117,IDEA TRES LAGOS ACADEMY,CAMERON,03/01/2018,351,259,35,57,16,4223,263.94,3208,383,632,15,4857,323.8,3744,497,616,15,952,63.47,952,0,0,10032,6358.95,14079.15,837.76,21275.86
2017-2018,HIDALGO,1,5,117,IDEA TRES LAGOS ACADEMY,CAMERON,04/01/2018,349,258,35,56,21,5907,281.29,4500,530,877,21,6919,329.48,5327,719,873,21,1843,87.76,1843,0,0,14669,8906.6,20065.13,1621.84,30593.57
2017-2018,HIDALGO,1,5,117,IDEA TRES LAGOS ACADEMY,CAMERON,05/01/2018,347,258,34,55,23,6542,284.43,4986,587,969,23,7501,326.13,5788,761,952,23,1220,53.04,1220,0,0,15263,9867.35,21744.07,1073.6,32685.02
2017-2018,HIDALGO,1,5,117,IDEA TRES LAGOS ACADEMY,CAMERON,06/01/2018,347,258,34,55,1,286,286.0,218,25,43,1,322,322.0,246,32,44,1,21,21.0,21,0,0,629,430.65,924.54,18.48,1373.67
2017-2018,HIDALGO,1,5,120,IDEA CARVER ACADEMY,BEXAR,08/01/2017,619,619,0,0,14,7144,510.29,7144,0,0,14,7050,503.57,7050,0,0,0,0,0.0,0,0,0,14194,14930.96,23335.5,0.0,38266.46
2017-2018,HIDALGO,1,5,120,IDEA CARVER ACADEMY,BEXAR,09/01/2017,613,613,0,0,20,10050,502.5,10050,0,0,20,10661,533.05,10661,0,0,0,0,0.0,0,0,0,20711,21004.5,35287.91,0.0,56292.41
2017-2018,HIDALGO,1,5,120,IDEA CARVER ACADEMY,BEXAR,10/01/2017,610,610,0,0,20,9943,497.15,9943,0,0,20,10616,530.8,10616,0,0,0,0,0.0,0,0,0,20559,20780.87,35138.96,0.0,55919.83
2017-2018,HIDALGO,1,5,120,IDEA CARVER ACADEMY,BEXAR,11/01/2017,609,609,0,0,17,8055,473.82,8055,0,0,17,9167,539.24,9167,0,0,0,0,0.0,0,0,0,17222,16834.95,30342.77,0.0,47177.72
2017-2018,HIDALGO,1,5,120,IDEA CARVER ACADEMY,BEXAR,12/01/2017,603,603,0,0,15,7007,467.13,7007,0,0,15,7993,532.87,7993,0,0,0,0,0.0,0,0,0,15000,14644.63,26456.83,0.0,41101.46
